endTime,artistName,trackName,msPlayed
2025-01-17 05:51,Kendrick Lamar,squabble up,157992
2025-01-17 05:52,Gunna,on one tonight,90760
2025-01-17 05:56,Tory Lanez,The Color Violet,226466
2025-01-17 05:59,The Weeknd,Pray For Me,211420
2025-01-17 06:02,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),156988
2025-01-17 06:05,Kendrick Lamar,Rich Spirit,202285
2025-01-17 06:06,Don Toliver,No Pole,1927
2025-01-17 06:06,Ariana Grande,sweetener,696
2025-01-17 06:06,Hotel Ugly,Shut up My Moms Calling,29024
2025-01-17 06:06,Frank Ocean,Thinkin Bout You,3181
2025-01-17 08:27,Kendrick Lamar,tv off (feat. lefty gunplay),108762
2025-01-17 08:30,Kendrick Lamar,Not Like Us,9337
2025-01-17 08:30,Kendrick Lamar,tv off (feat. lefty gunplay),221805
2025-01-17 08:33,Sabrina Carpenter,Bed Chem,1346
2025-01-17 08:33,Tinashe,No Broke Boys,132773
2025-01-17 08:33,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),1695
2025-01-17 08:33,Tate McRae,2 hands,3993
2025-01-17 08:33,Nick Jonas,Jealous - Remix,2182
2025-01-17 08:33,Doechii,Alter Ego (with JT),2763
2025-01-17 08:33,GloRilla,Wanna Be (with Megan Thee Stallion),20883
2025-01-17 08:36,Chappell Roan,Pink Pony Club,7395
2025-01-17 08:36,Gracie Abrams,That’s So True,166300
2025-01-17 08:39,Chappell Roan,Casual,859
2025-01-17 08:39,Katy Perry,Wide Awake,975
2025-01-17 08:39,Ariana Grande,we can't be friends (wait for your love),928
2025-01-17 08:39,Olivia Rodrigo,drivers license,905
2025-01-17 08:39,Olivia Rodrigo,deja vu,743
2025-01-17 08:39,Billie Eilish,ocean eyes,3204
2025-01-17 08:39,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-17 08:39,Naughty Boy,La La La,835
2025-01-17 08:39,Halsey,Bad At Love,696
2025-01-17 08:39,Lauv,I Like Me Better,5009
2025-01-17 08:39,Katy Perry,Teenage Dream,1439
2025-01-17 08:42,Morgan Wallen,You Proof,10374
2025-01-17 08:42,Chris Stapleton,You Should Probably Leave,928
2025-01-17 08:42,Kane Brown,Thank God,174560
2025-01-17 08:42,Diplo,Heartless (feat. Morgan Wallen),3924
2025-01-17 08:42,Luke Combs,Fast Car,1184
2025-01-17 08:42,Kane Brown,Gorgeous,952
2025-01-17 08:42,Florida Georgia Line,Simple,69
2025-01-17 08:42,Morgan Wallen,Cowgirls (feat. ERNEST),1044
2025-01-17 08:42,Sam Hunt,House Party,1346
2025-01-17 08:45,Tyla,PUSH 2 START,156825
2025-01-17 08:48,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),161655
2025-01-17 08:51,Sabrina Carpenter,Juno,223192
2025-01-17 08:55,Cassie,Long Way 2 Go,220639
2025-01-17 08:58,Rihanna,Breakin' Dishes,200573
2025-01-17 09:01,Doechii,What It Is (Solo Version),189824
2025-01-17 09:06,Ariana Grande,Into You,244453
2025-01-17 09:06,Drake,One Dance,2507
2025-01-17 09:06,Sabrina Carpenter,Espresso,1439
2025-01-17 09:06,Billie Eilish,LUNCH,766
2025-01-17 09:06,1da Banton,No Wahala,12454
2025-01-17 09:06,Rihanna,Work,835
2025-01-17 09:06,Chris Brown,Forever,278
2025-01-17 09:06,Rihanna,Kiss It Better,696
2025-01-17 09:06,Kendrick Lamar,All The Stars (with SZA),859
2025-01-17 09:06,KATSEYE,Touch,1114
2025-01-17 09:06,The Weeknd,Timeless (feat. Playboi Carti),2972
2025-01-17 09:06,Ariana Grande,positions,1114
2025-01-17 09:06,Jordan Adetunji,KEHLANI,1044
2025-01-17 09:09,Kane Brown,Thank God,174560
2025-01-17 09:09,Marshmello,Miles On It,673
2025-01-17 09:09,Morgan Wallen,Whiskey Glasses,14902
2025-01-17 09:09,Florida Georgia Line,Cruise,835
2025-01-17 09:09,Jordan Davis,Buy Dirt,510
2025-01-17 09:09,Chase Rice,Ready Set Roll,719
2025-01-17 09:12,Marshmello,Miles On It,168355
2025-01-17 09:12,Florida Georgia Line,Cruise,10008
2025-01-17 09:12,Luke Combs,When It Rains It Pours,859
2025-01-17 09:12,Morgan Wallen,Wasted On You,3784
2025-01-17 09:16,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-01-17 10:27,Gwen Stefani,The Sweet Escape,21679
2025-01-17 10:31,Gwen Stefani,The Sweet Escape,224956
2025-01-17 10:35,Kardinal Offishall,Dangerous,246053
2025-01-17 10:39,Nelly Furtado,Maneater,258893
2025-01-17 10:43,Rihanna,S&M,243600
2025-01-17 10:48,David Guetta,Memories (feat. Kid Cudi),5429
2025-01-17 10:48,Kid Cudi,Pursuit Of Happiness (Nightmare),295293
2025-01-17 10:49,Timbaland,The Way I Are,9357
2025-01-17 10:52,Kendrick Lamar,luther (with sza),177598
2025-01-17 10:55,Billie Eilish,BIRDS OF A FEATHER,210373
2025-01-17 10:58,Sabrina Carpenter,Taste,157279
2025-01-17 10:58,Kendrick Lamar,peekaboo (feat. azchike),20488
2025-01-17 11:01,ROSÉ,APT.,169917
2025-01-17 11:04,SZA,BMF,180746
2025-01-17 13:15,Kanye West,Bound 2,118075
2025-01-17 13:15,Kanye West,Bound 2,139
2025-01-17 13:18,Kane Brown,Thank God,174560
2025-01-17 13:21,Marshmello,One Thing Right,181823
2025-01-17 13:24,Sam Hunt,Body Like A Back Road,162546
2025-01-17 13:26,Post Malone,I Had Some Help (Feat. Morgan Wallen),3964
2025-01-17 13:26,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),1369
2025-01-17 13:26,Morgan Wallen,Last Night,163854
2025-01-17 13:27,Florida Georgia Line,H.O.L.Y.,4109
2025-01-17 13:29,Tyla,PUSH 2 START,156825
2025-01-17 13:33,Kehlani,After Hours,202414
2025-01-17 13:35,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-01-18 00:44,Kendrick Lamar,squabble up,43664
2025-01-18 00:44,Kendrick Lamar,squabble up,4227
2025-01-18 00:47,Mina Okabe,Every Second,182076
2025-01-18 00:49,OneRepublic,I Ain't Worried,148120
2025-01-18 00:52,Lauv,I Like Me Better,197436
2025-01-18 00:55,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),1277
2025-01-18 00:55,Kauai45,Just The Two of Us,1834
2025-01-18 00:55,Surfaces,Come With Me,1578
2025-01-18 00:55,Post Malone,I Like You (A Happier Song) (with Doja Cat),134701
2025-01-18 00:58,OneRepublic,Sunshine,164880
2025-01-18 01:01,Olivia Rodrigo,deja vu,835
2025-01-18 01:01,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1184
2025-01-18 01:01,Glass Animals,Heat Waves,223229
2025-01-18 01:01,Surfaces,Good Day,6106
2025-01-18 01:06,Lady Gaga,Die With A Smile,251667
2025-01-18 01:09,Kendrick Lamar,luther (with sza),177598
2025-01-18 01:11,Chappell Roan,Pink Pony Club,1904
2025-01-18 01:11,Gracie Abrams,That’s So True,123041
2025-01-18 01:13,Gracie Abrams,That’s So True,166300
2025-01-18 01:18,Chappell Roan,Pink Pony Club,258034
2025-01-18 01:56,Billie Eilish,BIRDS OF A FEATHER,114877
2025-01-18 01:56,Billie Eilish,BIRDS OF A FEATHER,2021
2025-01-18 01:59,Kehlani,After Hours,202414
2025-01-18 02:02,Chappell Roan,Red Wine Supernova,192720
2025-01-18 02:05,Charli xcx,Apple,151739
2025-01-18 02:08,Tyla,PUSH 2 START,156825
2025-01-18 02:10,Sabrina Carpenter,Taste,157279
2025-01-18 02:13,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),161655
2025-01-18 02:16,ROSÉ,APT.,169917
2025-01-18 02:18,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-18 02:21,Artemas,if u think i'm pretty,8659
2025-01-18 02:21,Charli xcx,360,133805
2025-01-18 02:23,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),156988
2025-01-18 02:23,SZA,BMF,4401
2025-01-18 02:27,Chappell Roan,Femininomenon,219710
2025-01-18 02:31,Sabrina Carpenter,Juno,223192
2025-01-18 02:32,Frank Ocean,Lost,859
2025-01-18 02:32,Chappell Roan,Casual,719
2025-01-18 02:32,Billie Eilish,when the party's over,859
2025-01-18 02:32,Gracie Abrams,Close To You,1230
2025-01-18 02:32,Sabrina Carpenter,Good Graces,998
2025-01-18 02:32,Hotel Ugly,Shut up My Moms Calling,78081
2025-01-18 02:32,The Weeknd,Save Your Tears,0
2025-01-18 02:35,Addison Rae,Diet Pepsi,169697
2025-01-18 02:36,Olivia Rodrigo,traitor,69408
2025-01-18 02:36,Ariana Grande,Into You,1207
2025-01-18 02:36,Billie Eilish,ocean eyes,1207
2025-01-18 02:37,Sabrina Carpenter,Bed Chem,54636
2025-01-18 02:37,WILLOW,Wait a Minute!,6199
2025-01-18 02:37,Dua Lipa,Houdini,1021
2025-01-18 02:37,Billie Eilish,LUNCH,6153
2025-01-18 02:37,Katy Perry,The One That Got Away,1486
2025-01-18 02:37,Artemas,i like the way you kiss me,1369
2025-01-18 02:38,Sabrina Carpenter,Espresso,4992
2025-01-18 02:41,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-01-18 02:58,Gwen Stefani,The Sweet Escape,246466
2025-01-18 03:02,Nelly Furtado,Maneater,258893
2025-01-18 09:10,Rihanna,S&M,189696
2025-01-18 09:10,Rihanna,S&M,302
2025-01-18 09:12,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),2841
2025-01-18 09:12,Tinashe,No Broke Boys,132773
2025-01-18 09:15,Kendrick Lamar,luther (with sza),177598
2025-01-18 09:19,Kehlani,After Hours,202414
2025-01-18 10:31,Tyla,PUSH 2 START,156825
2025-01-18 10:32,Sabrina Carpenter,Good Graces,32477
2025-01-18 10:35,Gracie Abrams,That’s So True,166300
2025-01-18 11:15,Tinashe,No Broke Boys,2948
2025-01-18 11:15,Gracie Abrams,"I Love You, I'm Sorry",72621
2025-01-18 11:18,Lady Gaga,Die With A Smile,171247
2025-01-18 11:37,Mina Okabe,Every Second,189173
2025-01-18 11:39,OneRepublic,I Ain't Worried,148120
2025-01-18 11:42,Lauv,I Like Me Better,197436
2025-01-18 12:00,Post Malone,I Like You (A Happier Song) (with Doja Cat),79262
2025-01-18 12:00,Post Malone,I Like You (A Happier Song) (with Doja Cat),4227
2025-01-18 12:03,Tinashe,No Broke Boys,132773
2025-01-18 12:05,Sabrina Carpenter,Bed Chem,1300
2025-01-18 12:05,GloRilla,TGIF,9867
2025-01-18 12:05,Charli xcx,Apple,151739
2025-01-18 12:08,Addison Rae,Diet Pepsi,169697
2025-01-19 01:17,Tinashe,Nasty,39849
2025-01-19 01:17,Katy Perry,Last Friday Night (T.G.I.F.),2368
2025-01-19 01:17,Gunna,one of wun,3506
2025-01-19 01:17,Tyla,PUSH 2 START,2554
2025-01-19 01:17,Mina Okabe,Every Second,8219
2025-01-19 01:17,Kendrick Lamar,Rich Spirit,3622
2025-01-19 01:18,Gracie Abrams,That’s So True,10193
2025-01-19 01:18,Tinashe,No Broke Boys,2809
2025-01-19 01:18,Lady Gaga,Die With A Smile,2368
2025-01-19 01:18,Gracie Abrams,"I Love You, I'm Sorry",3343
2025-01-19 01:18,Gracie Abrams,"I Love You, I'm Sorry",650
2025-01-19 01:18,Sabrina Carpenter,Juno,2020
2025-01-19 01:19,Tinashe,No Broke Boys,9961
2025-01-19 01:19,Lady Gaga,Die With A Smile,2763
2025-01-19 01:19,Gracie Abrams,"I Love You, I'm Sorry",1671
2025-01-19 01:19,Kendrick Lamar,Rich Spirit,1207
2025-01-19 01:19,Kendrick Lamar,peekaboo (feat. azchike),78088
2025-01-19 01:20,Gunna,one of wun,47345
2025-01-19 01:20,Tyla,PUSH 2 START,9450
2025-01-19 01:24,Gunna,one of wun,3663
2025-01-19 01:24,Kendrick Lamar,Rich Spirit,202285
2025-01-19 01:29,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-19 01:31,Katy Perry,Last Friday Night (T.G.I.F.),163694
2025-01-19 01:32,Kane Brown,Thank God,7453
2025-01-19 01:35,Marshmello,One Thing Right,181823
2025-01-19 01:38,Morgan Wallen,Last Night,163854
2025-01-19 01:41,Sam Hunt,Body Like A Back Road,162546
2025-01-19 01:43,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),164205
2025-01-19 01:44,Post Malone,I Had Some Help (Feat. Morgan Wallen),7005
2025-01-19 01:47,Cassie,Long Way 2 Go,220639
2025-01-19 01:50,Tinashe,No Broke Boys,132773
2025-01-19 01:53,Sabrina Carpenter,Juno,223192
2025-01-19 01:56,Lady Gaga,Die With A Smile,177743
2025-01-19 01:59,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-19 02:03,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-01-19 02:07,Kendrick Lamar,Rich Spirit,113623
2025-01-19 02:10,Tyla,PUSH 2 START,156825
2025-01-19 02:13,Mina Okabe,Every Second,182076
2025-01-19 02:16,OneRepublic,Sunshine,163854
2025-01-19 02:19,Kardinal Offishall,Dangerous,178525
2025-01-19 02:23,Kendrick Lamar,tv off (feat. lefty gunplay),220690
2025-01-19 02:24,Doechii,NISSAN ALTIMA,72913
2025-01-19 02:27,Kehlani,After Hours,202414
2025-01-19 02:31,Lee Hyori,10 Minutes,236147
2025-01-19 02:32,The Weeknd,The Hills,13250
2025-01-19 02:35,Kendrick Lamar,luther (with sza),177598
2025-01-19 02:38,Chappell Roan,After Midnight,204857
2025-01-19 02:41,Chappell Roan,Red Wine Supernova,192720
2025-01-19 02:45,Chappell Roan,Femininomenon,219710
2025-01-19 02:48,Gracie Abrams,That’s So True,166300
2025-01-19 02:50,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-01-19 03:42,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),330260
2025-01-19 03:45,Shaboozey,A Bar Song (Tipsy),171291
2025-01-19 03:47,Post Malone,Wow.,149546
2025-01-19 03:51,The Chainsmokers,Roses,219465
2025-01-19 05:58,Mina Okabe,Every Second,182076
2025-01-19 06:00,OneRepublic,I Ain't Worried,148120
2025-01-19 06:01,Lauv,I Like Me Better,17994
2025-01-19 07:37,Gracie Abrams,"I Love You, I'm Sorry",104487
2025-01-23 13:23,Brainy,Brain Waves,4864
2025-01-28 04:46,Brainy,Brain Waves,4080
2025-01-28 04:49,Gracie Abrams,That’s So True,166300
2025-01-28 04:52,Kendrick Lamar,luther (with sza),177598
2025-01-29 07:31,Gracie Abrams,That’s So True,79667
2025-01-29 07:33,Kendrick Lamar,peekaboo (feat. azchike),155917
2025-01-29 07:36,Tinashe,No Broke Boys,132773
2025-01-29 07:36,Gracie Abrams,"I Love You, I'm Sorry",3570
2025-01-29 07:36,Sabrina Carpenter,Juno,9898
2025-01-29 07:39,Kendrick Lamar,Rich Spirit,202285
2025-01-29 07:42,Gunna,one of wun,144000
2025-01-29 07:44,Tyla,PUSH 2 START,156825
2025-01-29 07:47,Mina Okabe,Every Second,182076
2025-01-29 07:50,OneRepublic,Sunshine,163854
2025-01-29 07:52,Kardinal Offishall,Dangerous,100987
2025-01-29 07:52,Kendrick Lamar,tv off (feat. lefty gunplay),1460
2025-01-29 07:55,Chappell Roan,After Midnight,5341
2025-01-29 07:55,Kendrick Lamar,luther (with sza),177598
2025-01-29 07:58,Chappell Roan,Red Wine Supernova,192720
2025-01-31 01:38,Chappell Roan,Femininomenon,82809
2025-01-31 01:41,Marshmello,One Thing Right,181823
2025-01-31 01:44,Kendrick Lamar,peekaboo (feat. azchike),155917
2025-01-31 01:46,Tinashe,No Broke Boys,132773
2025-01-31 02:10,Sabrina Carpenter,Juno,205887
2025-01-31 02:13,Marshmello,One Thing Right,181823
2025-01-31 02:14,Kendrick Lamar,peekaboo (feat. azchike),31396
2025-01-31 02:16,Gunna,one of wun,144000
2025-01-31 02:19,Tyla,PUSH 2 START,156825
2025-02-01 05:56,Mina Okabe,Every Second,37974
2025-02-01 05:59,Marshmello,One Thing Right,181823
2025-02-01 06:10,Kendrick Lamar,peekaboo (feat. azchike),22526
2025-02-01 06:12,Tinashe,No Broke Boys,132773
2025-02-01 06:16,Sabrina Carpenter,Juno,223192
2025-02-01 06:45,Lady Gaga,Die With A Smile,142693
2025-02-01 06:47,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-02-01 06:51,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-02-01 06:55,Kendrick Lamar,Rich Spirit,202285
2025-02-01 06:57,Gunna,one of wun,144000
2025-02-01 07:00,Tyla,PUSH 2 START,156825
2025-02-01 07:34,Mina Okabe,Every Second,160774
2025-02-01 07:38,Kendrick Lamar,luther (with sza),207619
2025-02-01 07:41,Chappell Roan,Red Wine Supernova,22315
2025-02-01 07:41,Chappell Roan,After Midnight,204857
2025-02-01 07:44,Tinashe,No Broke Boys,132773
2025-02-01 07:45,Kehlani,After Hours,86108
2025-02-01 07:49,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-02-01 07:52,Gracie Abrams,That’s So True,166300
2025-02-01 07:56,Nelly Furtado,Maneater,258893
2025-02-01 08:00,Gwen Stefani,The Sweet Escape,246466
2025-02-01 08:01,OneRepublic,I Ain't Worried,31997
2025-02-01 08:03,OneRepublic,Sunshine,163854
2025-02-01 10:38,Gracie Abrams,"I Love You, I'm Sorry",3993
2025-02-01 10:38,Gracie Abrams,"I Love You, I'm Sorry",138281
2025-02-01 10:43,Gracie Abrams,That’s So True,4109
2025-02-01 10:46,Gracie Abrams,That’s So True,166300
2025-02-01 10:49,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-02-01 10:49,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),18325
2025-02-01 10:52,Mac Miller,Knock Knock,197929
2025-02-01 10:56,Future,Last Breath,239800
2025-02-01 10:59,El Alfa,ESTE,13385
2025-02-01 10:59,Still Woozy,Goodie Bag,146390
2025-02-01 10:59,Sam Hunt,Body Like A Back Road,487
2025-02-01 11:02,Marshmello,One Thing Right,181823
2025-02-01 11:05,Kendrick Lamar,peekaboo (feat. azchike),155917
2025-02-01 11:07,Tinashe,No Broke Boys,132773
2025-02-01 11:10,Sabrina Carpenter,Juno,223192
2025-02-01 11:15,Lady Gaga,Die With A Smile,251667
2025-02-01 11:17,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-02-01 11:21,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-02-01 11:25,Kendrick Lamar,Rich Spirit,202285
2025-02-01 11:27,Gunna,one of wun,144000
2025-02-01 11:30,Tyla,PUSH 2 START,156825
2025-02-01 11:33,Mina Okabe,Every Second,182076
2025-02-01 11:35,OneRepublic,Sunshine,163854
2025-02-01 11:39,Kardinal Offishall,Dangerous,246053
2025-02-01 11:42,David Guetta,I Don't Wanna Wait,149667
2025-02-01 11:45,Billie Eilish,BIRDS OF A FEATHER,210373
2025-02-01 11:49,Kendrick Lamar,tv off (feat. lefty gunplay),220690
2025-02-01 11:51,Doechii,NISSAN ALTIMA,126832
2025-02-01 11:55,Kehlani,After Hours,202414
2025-02-01 11:59,Lee Hyori,10 Minutes,236147
2025-02-01 13:18,The Weeknd,The Hills,21943
2025-02-01 13:21,Kendrick Lamar,luther (with sza),177598
2025-02-01 13:24,Chappell Roan,After Midnight,204857
2025-02-01 13:27,Chappell Roan,Red Wine Supernova,192720
2025-02-01 13:31,Chappell Roan,Femininomenon,219710
2025-02-01 13:34,Gracie Abrams,That’s So True,166300
2025-02-01 13:36,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-02-01 13:42,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),369626
2025-02-01 13:46,Mac Miller,Knock Knock,197929
2025-02-01 13:50,Future,Last Breath,239800
2025-02-01 13:52,El Alfa,ESTE,13458
2025-02-01 13:52,Still Woozy,Goodie Bag,146390
2025-02-01 15:50,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),115196
2025-02-01 15:53,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),13572
2025-02-01 15:53,Gracie Abrams,That’s So True,166300
2025-02-01 15:56,Lorde,Team,193058
2025-02-01 16:01,Eminem,The Monster,131381
2025-02-01 16:04,Kendrick Lamar,Rich Spirit,202285
2025-02-01 16:13,Gunna,one of wun,46225
2025-02-01 16:15,OneRepublic,Sunshine,163854
2025-02-01 16:20,David Guetta,I Don't Wanna Wait,14760
2025-02-01 16:20,Kardinal Offishall,Dangerous,246053
2025-02-01 16:23,Tyla,PUSH 2 START,156825
2025-02-01 16:26,Mina Okabe,Every Second,182076
2025-02-01 16:29,OneRepublic,Sunshine,163854
2025-02-01 16:33,Kardinal Offishall,Dangerous,246053
2025-02-01 16:35,David Guetta,I Don't Wanna Wait,91214
2025-02-01 16:35,Kendrick Lamar,luther (with sza),2089
2025-02-01 16:38,Kehlani,After Hours,202414
2025-02-01 16:39,Lorde,Team,905
2025-02-01 16:39,Shaboozey,A Bar Song (Tipsy),975
2025-02-01 16:39,Lee Hyori,10 Minutes,6854
2025-02-01 16:42,Lorde,Team,193058
2025-02-01 16:42,Eminem,The Monster,7758
2025-02-01 16:45,Shaboozey,A Bar Song (Tipsy),171291
2025-02-01 16:47,Post Malone,Wow.,108774
2025-02-01 16:49,Shaboozey,A Bar Song (Tipsy),171291
2025-02-01 16:52,Post Malone,Wow.,149546
2025-02-01 16:54,The Chainsmokers,Roses,125958
2025-02-01 16:58,Rihanna,Loveeeeeee Song,250566
2025-02-01 17:02,Timbaland,Give It To Me,234026
2025-02-01 17:06,Cassie,Long Way 2 Go,220639
2025-02-01 17:13,Timbaland,The Way I Are,179146
2025-02-01 17:17,Nelly Furtado,Maneater,258893
2025-02-01 17:21,Gwen Stefani,The Sweet Escape,246466
2025-02-01 17:24,Jack Harlow,Lovin On Me,138411
2025-02-01 17:27,Ariana Grande,Into You,998
2025-02-01 17:27,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),186336
2025-02-01 17:27,Fergie,Glamorous,16997
2025-02-01 17:27,David Guetta,Memories (feat. Kid Cudi),1207
2025-02-01 17:27,Nelly Furtado,Promiscuous,1207
2025-02-01 17:27,Cardi B,WAP (feat. Megan Thee Stallion),1044
2025-02-01 17:27,Mariah Carey,Obsessed,1764
2025-02-01 17:30,Tyla,PUSH 2 START,156825
2025-02-01 17:33,Mina Okabe,Every Second,182076
2025-02-01 17:36,OneRepublic,Sunshine,163854
2025-02-01 17:36,Kardinal Offishall,Dangerous,19143
2025-02-01 17:39,Chappell Roan,Red Wine Supernova,192720
2025-02-01 17:43,Chappell Roan,Femininomenon,219710
2025-02-01 17:48,Gracie Abrams,That’s So True,290270
2025-02-01 17:51,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-02-01 17:57,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),369626
2025-02-01 18:00,Mac Miller,Knock Knock,197929
2025-02-01 18:03,Future,Last Breath,156260
2025-02-01 18:07,Future,Last Breath,239800
2025-02-01 18:09,Still Woozy,Goodie Bag,146390
2025-02-01 18:28,El Alfa,ESTE,162058
2025-02-01 18:31,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),125302
2025-02-01 19:11,Lauv,I Like Me Better,39228
2025-02-02 06:34,Marshmello,One Thing Right,158570
2025-02-02 18:42,Anne-Marie,2002,434263
2025-02-02 18:44,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),164205
2025-02-02 18:47,OneRepublic,I Ain't Worried,148120
2025-02-02 18:51,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-02-02 18:55,Ariana Grande,Into You,244453
2025-02-02 18:57,Olivia Rodrigo,good 4 u,149060
2025-02-02 18:57,Marshmello,Be Kind (with Halsey),5375
2025-02-02 19:00,Marshmello,One Thing Right,181823
2025-02-02 19:03,Kendrick Lamar,peekaboo (feat. azchike),155917
2025-02-02 19:05,Tinashe,No Broke Boys,132773
2025-02-02 19:09,Sabrina Carpenter,Juno,223192
2025-02-02 20:02,Lady Gaga,Die With A Smile,6315
2025-02-02 20:02,Lady Gaga,Die With A Smile,245604
2025-02-02 20:03,Gracie Abrams,"I Love You, I'm Sorry",30012
2025-02-02 20:06,Tyla,PUSH 2 START,156825
2025-02-02 20:09,Mina Okabe,Every Second,182076
2025-02-02 20:12,OneRepublic,Sunshine,163854
2025-02-02 20:16,Kardinal Offishall,Dangerous,246053
2025-02-02 20:19,David Guetta,I Don't Wanna Wait,110417
2025-02-02 20:20,David Guetta,I Don't Wanna Wait,39144
2025-02-02 20:23,Billie Eilish,BIRDS OF A FEATHER,210373
2025-02-02 20:27,Kendrick Lamar,tv off (feat. lefty gunplay),220690
2025-02-02 20:29,Doechii,NISSAN ALTIMA,126832
2025-02-02 20:33,Kehlani,After Hours,202414
2025-02-02 20:33,Lee Hyori,10 Minutes,5242
2025-02-02 20:37,The Weeknd,The Hills,242253
2025-02-02 20:40,Kendrick Lamar,luther (with sza),177598
2025-02-02 20:43,Chappell Roan,After Midnight,204857
2025-02-02 20:47,Chappell Roan,Red Wine Supernova,192720
2025-02-02 20:50,Chappell Roan,Femininomenon,219710
2025-02-02 22:30,Gracie Abrams,That’s So True,122634
2025-02-02 22:30,Marshmello,One Thing Right,14303
2025-02-02 22:30,Brainy,Brain Waves,1880
2025-02-02 22:30,Sam Hunt,Body Like A Back Road,766
2025-02-02 22:31,Marshmello,One Thing Right,55124
2025-02-02 22:33,Marshmello,One Thing Right,110690
2025-02-02 22:34,Marshmello,One Thing Right,11749
2025-02-02 22:40,Calvin Harris,Outside (feat. Ellie Goulding),227266
2025-02-02 22:44,Calvin Harris,My Way,219159
2025-02-02 22:47,Calvin Harris,Feel So Close - Radio Edit,206413
2025-02-02 22:51,Calvin Harris,Summer,222533
2025-02-02 22:56,Nelly Furtado,Maneater,258893
2025-02-02 22:56,Timbaland,The Way I Are,29387
2025-02-02 23:00,Rihanna,Shut Up And Drive,212280
2025-02-02 23:05,Cassie,Long Way 2 Go,220639
2025-02-02 23:08,Rihanna,Breakin' Dishes,200573
2025-02-02 23:11,Rihanna,Shut Up And Drive,1021
2025-02-02 23:11,Nelly Furtado,Maneater,148866
2025-02-02 23:11,Brainy,Brain Waves,3575
2025-02-02 23:15,Rihanna,Disturbia,238626
2025-02-02 23:16,Rihanna,Disturbia,1555
2025-02-02 23:17,Rihanna,Umbrella,3343
2025-02-02 23:17,Rihanna,Bitch Better Have My Money,0
2025-02-02 23:17,Rihanna,Disturbia,57724
2025-02-02 23:17,Rihanna,Where Have You Been,0
2025-02-02 23:19,Gracie Abrams,That’s So True,1300
2025-02-02 23:19,Rihanna,S&M,0
2025-02-02 23:19,Rihanna,Shut Up And Drive,1439
2025-02-02 23:19,Rihanna,Umbrella,1207
2025-02-02 23:19,Rihanna,Disturbia,859
2025-02-02 23:20,Anne-Marie,2002,6362
2025-02-02 23:20,Rihanna,Umbrella,812
2025-02-02 23:20,Rihanna,Disturbia,1625
2025-02-02 23:23,Kendrick Lamar,Rich Spirit,202285
2025-02-02 23:25,Gunna,one of wun,144000
2025-02-02 23:26,Tyla,PUSH 2 START,19845
2025-02-02 23:29,Mac Miller,Knock Knock,197929
2025-02-02 23:33,Future,Last Breath,239800
2025-02-02 23:36,Still Woozy,Goodie Bag,146390
2025-02-02 23:39,Calvin Harris,Slide (feat. Frank Ocean & Migos),230813
2025-02-02 23:43,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413
2025-02-02 23:48,The Weeknd,São Paulo (feat. Anitta),301623
2025-02-02 23:51,El Alfa,ESTE,162058
